ID da Compra;Data da Compra;Nome do Material;Quantidade (kg);Preço por kg (R$);Preço Total (R$)
11909;2024-05-01;bateria;3.15;6.2;19.53
11910;2024-05-01;alto impacto;15.54;0.7;10.88
11911;2024-05-01;bateria;45.47;6.2;281.91
11912;2024-05-01;latinha;33.83;5.3;179.3
11913;2024-05-01;aço;23.74;4.4;104.46
11914;2024-08-01;PP PRETO;41.38;1.1;45.52
11915;2024-08-01;placa eletronica;14.2;43.5;617.7
11916;2024-08-01;bateria;27.04;6.2;167.65
11917;2024-08-01;bloco;24.15;8.7;210.1
11918;2024-08-01;óleo;48.84;2.0;97.68
11919;2024-08-01;papelão;35.83;0.6;21.5
11920;2024-09-01;chumbo;35.61;8.8;313.37
11921;2024-09-01;cobre;4.42;34.4;152.05
11922;2024-09-01;ferro;9.88;0.8;7.9
11923;2024-09-01;óleo;7.17;2.0;14.34
11924;2024-09-01;bateria;23.99;6.2;148.74
11925;2024-09-01;óleo;47.13;2.0;94.26
11926;2024-09-01;bloco;24.77;8.7;215.5
11927;2024-09-01;arquivo;24.54;0.9;22.09
11928;2024-09-01;aço;13.03;4.4;57.33
11929;2024-09-01;aluminio;18.46;3.7;68.3
11930;2024-09-01;PP COLORIDO;49.15;1.7;83.56
11931;2024-09-01;arquivo;46.11;0.9;41.5
11932;2024-09-01;óleo;37.0;2.0;74.0
11933;2024-09-01;chumbo;23.73;8.8;208.82
11934;2024-09-01;aluminio;15.63;3.7;57.83
11935;2024-09-01;alto impacto;13.78;0.7;9.65
11936;2024-09-01;chumbo;16.79;8.8;147.75
11937;2024-09-01;arquivo;12.68;0.9;11.41
11938;2024-09-01;cobre;45.45;34.4;1563.48
11939;2024-09-01;cobre;30.48;34.4;1048.51
11940;2024-09-01;chumbo;14.65;8.8;128.92
11941;2024-09-01;vidro;10.91;0.9;9.82
11942;2024-09-01;bloco;36.49;8.7;317.46
11943;2024-09-01;latinha;48.19;5.3;255.41
11944;2024-09-01;latinha;40.04;5.3;212.21
11945;2024-09-01;chumbo;32.73;8.8;288.02
11946;2024-10-01;alto impacto;26.54;0.7;18.58
11947;2024-10-01;papelão;47.09;0.6;28.25
11948;2024-10-01;arquivo;33.18;0.9;29.86
11949;2024-10-01;ferro;36.03;0.8;28.82
11950;2024-10-01;cobre;1.51;34.4;51.94
11951;2024-10-01;PET PEAD;16.21;3.5;56.74
11952;2024-10-01;aluminio;13.71;3.7;50.73
11953;2024-10-01;PET PEAD;13.27;3.5;46.44
11954;2024-10-01;cobre;37.93;34.4;1304.79
11955;2024-10-01;cobre;2.52;34.4;86.69
11956;2024-10-01;bloco;32.55;8.7;283.18
11957;2024-10-01;alto impacto;32.28;0.7;22.6
11958;2024-10-01;bloco;42.23;8.7;367.4
11959;2024-10-01;ferro;38.31;0.8;30.65
11960;2024-10-01;bateria;40.38;6.2;250.36
11961;2024-10-01;bateria;27.48;6.2;170.38
11962;2024-10-01;PP COLORIDO;47.67;1.7;81.04
11963;2024-10-01;papelão;45.16;0.6;27.1
11964;2024-11-01;óleo;39.6;2.0;79.2
11965;2024-11-01;PP PRETO;26.13;1.1;28.74
11966;2024-11-01;aço;0.81;4.4;3.56
11967;2024-11-01;latinha;2.07;5.3;10.97
11968;2024-11-01;papelão;46.88;0.6;28.13
11969;2024-11-01;latinha;5.81;5.3;30.79
11970;2024-11-01;óleo;44.5;2.0;89.0
11971;2024-11-01;bloco;14.35;8.7;124.84
11972;2024-11-01;arquivo;1.52;0.9;1.37
11973;2024-11-01;PP BRANCO;45.9;2.3;105.57
11974;2024-11-01;alto impacto;33.24;0.7;23.27
11975;2024-11-01;bateria;44.46;6.2;275.65
11976;2024-12-01;alto impacto;13.08;0.7;9.16
11977;2024-12-01;chumbo;37.93;8.8;333.78
11978;2024-12-01;placa eletronica;5.1;43.5;221.85
11979;2024-12-01;PET PEAD;24.37;3.5;85.3
11980;2024-12-01;aço;34.73;4.4;152.81
11981;2024-12-01;placa eletronica;29.17;43.5;1268.9
11982;2024-12-01;PP PRETO;2.3;1.1;2.53
11983;2024-12-01;aluminio;36.28;3.7;134.24
11984;;aluminio;14.25;3.7;52.72
11985;;PP COLORIDO;21.75;1.7;36.98
11986;;PP CRISTAL;31.22;1.7;53.07
11987;;óleo;35.54;2.0;71.08
11988;;aluminio;19.95;3.7;73.82
11989;;PP CRISTAL;23.52;1.7;39.98
11990;;ferro;18.94;0.8;15.15
11991;;arquivo;15.94;0.9;14.35
11992;;PP PRETO;26.7;1.1;29.37
11993;;chumbo;38.13;8.8;335.54
11994;;PP CRISTAL;46.63;1.7;79.27
11995;;PP COLORIDO;45.87;1.7;77.98
11996;;aluminio;23.51;3.7;86.99
11997;;PP CRISTAL;19.22;1.7;32.67
11998;;PET PEAD;46.33;3.5;162.16
11999;;papelão;4.69;0.6;2.81
12000;;arquivo;41.4;0.9;37.26
12001;;PP PRETO;6.85;1.1;7.54
12002;;óleo;23.14;2.0;46.28
12003;;aço;10.06;4.4;44.26
12004;;cobre;9.76;34.4;335.74
12005;;PP COLORIDO;4.53;1.7;7.7
12006;;papelão;42.27;0.6;25.36
12007;;ferro;10.24;0.8;8.19
12008;;arquivo;14.12;0.9;12.71
12009;;latinha;40.81;5.3;216.29
12010;;aluminio;28.9;3.7;106.93
12011;;PP CRISTAL;18.67;1.7;31.74
12012;;aço;28.72;4.4;126.37
12013;;óleo;32.24;2.0;64.48
12014;;cobre;23.03;34.4;792.23
12015;;aço;29.99;4.4;131.96
12016;;PP BRANCO;12.21;2.3;28.08
12017;;arquivo;45.9;0.9;41.31
12018;;PP PRETO;5.12;1.1;5.63
12019;;PP COLORIDO;1.49;1.7;2.53
12020;;óleo;47.3;2.0;94.6
12021;;cobre;42.3;34.4;1455.12
12022;;PET PEAD;37.06;3.5;129.71
12023;;chumbo;37.2;8.8;327.36
12024;;arquivo;30.27;0.9;27.24
12025;;PP PRETO;3.95;1.1;4.35
12026;;aço;28.6;4.4;125.84
12027;;PET PEAD;32.93;3.5;115.26
12028;;PP BRANCO;34.88;2.3;80.22
12029;;PP CRISTAL;24.63;1.7;41.87
12030;;placa eletronica;0.49;43.5;21.32
12031;;cobre;15.13;34.4;520.47
12032;;PP COLORIDO;18.02;1.7;30.63
12033;;bloco;37.92;8.7;329.9
12034;;alto impacto;26.03;0.7;18.22
12035;;bateria;4.23;6.2;26.23
12036;;PP CRISTAL;36.03;1.7;61.25
12037;;PP PRETO;46.23;1.1;50.85
12038;;PP CRISTAL;5.82;1.7;9.89
12039;;vidro;25.24;0.9;22.72
12040;;papelão;34.77;0.6;20.86
12041;;vidro;16.7;0.9;15.03
12042;;PP CRISTAL;38.64;1.7;65.69
12043;;aluminio;17.02;3.7;62.97
12044;;aluminio;19.96;3.7;73.85
12045;;vidro;20.18;0.9;18.16
12046;;alto impacto;21.35;0.7;14.94
12047;;placa eletronica;8.78;43.5;381.93
12048;;alto impacto;41.11;0.7;28.78
12049;;PP COLORIDO;13.64;1.7;23.19
12050;;papelão;34.33;0.6;20.6
12051;;óleo;41.27;2.0;82.54
12052;;PET PEAD;12.72;3.5;44.52
12053;;PP CRISTAL;22.33;1.7;37.96
12054;;PP PRETO;7.11;1.1;7.82
12055;;papelão;6.25;0.6;3.75
12056;;bateria;10.28;6.2;63.74
12057;;aluminio;22.61;3.7;83.66
12058;;aluminio;45.54;3.7;168.5
12059;;bateria;43.27;6.2;268.27
12060;;alto impacto;10.69;0.7;7.48
12061;;alto impacto;27.17;0.7;19.02
12062;;óleo;21.47;2.0;42.94
12063;;PP BRANCO;48.1;2.3;110.63
12064;;vidro;29.26;0.9;26.33
12065;;papelão;25.1;0.6;15.06
12066;;alto impacto;44.03;0.7;30.82
12067;;placa eletronica;23.98;43.5;1043.13
12068;;vidro;1.0;0.9;0.9
12069;;PP BRANCO;20.18;2.3;46.41
12070;;cobre;47.12;34.4;1620.93
12071;;alto impacto;3.04;0.7;2.13
12072;;PP COLORIDO;25.41;1.7;43.2
12073;;PP COLORIDO;16.61;1.7;28.24
12074;;chumbo;6.12;8.8;53.86
12075;;aço;48.83;4.4;214.85
12076;;aluminio;44.29;3.7;163.87
12077;;PP BRANCO;32.86;2.3;75.58
12078;;PP BRANCO;21.57;2.3;49.61
12079;;PP BRANCO;26.82;2.3;61.69
12080;;aluminio;5.93;3.7;21.94
12081;;PP PRETO;15.42;1.1;16.96
12082;;alto impacto;10.81;0.7;7.57
12083;;aluminio;29.52;3.7;109.22
12084;;PP COLORIDO;9.35;1.7;15.9
12085;;bateria;6.69;6.2;41.48
12086;;vidro;16.3;0.9;14.67
12087;;chumbo;48.89;8.8;430.23
12088;;placa eletronica;34.41;43.5;1496.83
12089;;bateria;30.38;6.2;188.36
12090;;aluminio;46.41;3.7;171.72
12091;;chumbo;31.11;8.8;273.77
12092;;PP COLORIDO;35.95;1.7;61.12
12093;;chumbo;43.41;8.8;382.01
12094;;bateria;19.03;6.2;117.99
12095;;placa eletronica;9.62;43.5;418.47
12096;;aluminio;16.12;3.7;59.64
12097;;chumbo;41.65;8.8;366.52
12098;;bateria;47.01;6.2;291.46
12099;;papelão;20.24;0.6;12.14
12100;;cobre;46.74;34.4;1607.86
12101;;PP CRISTAL;5.89;1.7;10.01
12102;;bloco;42.12;8.7;366.44
12103;;óleo;31.25;2.0;62.5
12104;;PET PEAD;4.35;3.5;15.22
12105;;papelão;4.32;0.6;2.59
12106;;aluminio;49.04;3.7;181.45
12107;;bateria;21.91;6.2;135.84
12108;;PET PEAD;30.4;3.5;106.4
12109;;aço;25.94;4.4;114.14
12110;;aço;25.64;4.4;112.82
12111;;arquivo;12.13;0.9;10.92
12112;;bateria;0.14;6.2;0.87
12113;;papelão;25.43;0.6;15.26
12114;;PP COLORIDO;28.57;1.7;48.57
12115;;chumbo;42.98;8.8;378.22
12116;;latinha;27.16;5.3;143.95
12117;;chumbo;35.74;8.8;314.51
12118;;PP CRISTAL;20.37;1.7;34.63
12119;;chumbo;25.68;8.8;225.98
12120;;óleo;9.22;2.0;18.44
12121;;papelão;12.81;0.6;7.69
12122;;PP COLORIDO;5.02;1.7;8.53
12123;;arquivo;13.67;0.9;12.3
12124;;PP CRISTAL;41.54;1.7;70.62
12125;;PET PEAD;37.95;3.5;132.83
12126;;vidro;36.63;0.9;32.97
12127;;chumbo;4.23;8.8;37.22
12128;;aluminio;46.55;3.7;172.24
12129;;papelão;40.81;0.6;24.49
12130;;placa eletronica;9.42;43.5;409.77
12131;;papelão;32.42;0.6;19.45
12132;;placa eletronica;6.22;43.5;270.57
12133;;alto impacto;28.33;0.7;19.83
12134;;bloco;44.58;8.7;387.85
12135;;óleo;39.88;2.0;79.76
12136;;cobre;36.83;34.4;1266.95
12137;;óleo;35.55;2.0;71.1
12138;;papelão;36.7;0.6;22.02
12139;;bloco;12.48;8.7;108.58
12140;;placa eletronica;35.75;43.5;1555.12
12141;;chumbo;43.34;8.8;381.39
12142;;PP CRISTAL;4.37;1.7;7.43
12143;;chumbo;36.12;8.8;317.86
12144;;cobre;37.07;34.4;1275.21
12145;;óleo;29.03;2.0;58.06
12146;;PP CRISTAL;23.64;1.7;40.19
12147;;aço;11.94;4.4;52.54
12148;;PP PRETO;41.6;1.1;45.76
12149;;latinha;15.75;5.3;83.48
12150;;aço;37.59;4.4;165.4
12151;;chumbo;25.49;8.8;224.31
12152;;óleo;18.36;2.0;36.72
12153;;latinha;4.59;5.3;24.33
12154;;PP COLORIDO;27.54;1.7;46.82
12155;;PP CRISTAL;34.24;1.7;58.21
12156;;arquivo;18.54;0.9;16.69
12157;;PP BRANCO;20.63;2.3;47.45
12158;;bateria;2.55;6.2;15.81
12159;;latinha;35.07;5.3;185.87
12160;;PET PEAD;47.06;3.5;164.71
12161;;placa eletronica;7.42;43.5;322.77
12162;;bloco;43.62;8.7;379.49
12163;;PP PRETO;32.65;1.1;35.92
12164;;ferro;19.94;0.8;15.95
12165;;PET PEAD;33.85;3.5;118.48
12166;;PP COLORIDO;2.39;1.7;4.06
12167;;chumbo;1.74;8.8;15.31
12168;;chumbo;20.17;8.8;177.5
12169;;PP CRISTAL;23.83;1.7;40.51
12170;;PP COLORIDO;8.46;1.7;14.38
12171;;PP PRETO;47.33;1.1;52.06
12172;;arquivo;16.22;0.9;14.6
12173;;PET PEAD;33.81;3.5;118.34
12174;;PP BRANCO;35.41;2.3;81.44
12175;;vidro;40.92;0.9;36.83
12176;;arquivo;14.95;0.9;13.46
12177;;vidro;32.53;0.9;29.28
12178;;PP PRETO;10.33;1.1;11.36
12179;;PET PEAD;9.48;3.5;33.18
12180;;aluminio;20.82;3.7;77.03
12181;;ferro;4.19;0.8;3.35
12182;;óleo;38.04;2.0;76.08
12183;;óleo;28.95;2.0;57.9
12184;;PP BRANCO;45.83;2.3;105.41
12185;;PET PEAD;5.47;3.5;19.14
12186;;cobre;9.28;34.4;319.23
12187;;aço;0.67;4.4;2.95
12188;;papelão;9.56;0.6;5.74
12189;;PP CRISTAL;9.33;1.7;15.86
12190;;ferro;14.14;0.8;11.31
12191;;PP PRETO;11.72;1.1;12.89
12192;;óleo;35.42;2.0;70.84
12193;;ferro;27.95;0.8;22.36
12194;;placa eletronica;14.25;43.5;619.88
12195;;aluminio;31.62;3.7;116.99
12196;;arquivo;27.29;0.9;24.56
12197;;chumbo;35.16;8.8;309.41
12198;;óleo;20.03;2.0;40.06
12199;;PP PRETO;29.53;1.1;32.48
12200;;PP COLORIDO;20.84;1.7;35.43
12201;;alto impacto;20.18;0.7;14.13
12202;;alto impacto;7.37;0.7;5.16
12203;;placa eletronica;46.27;43.5;2012.74
12204;;arquivo;35.89;0.9;32.3
12205;;bloco;21.93;8.7;190.79
12206;;chumbo;41.02;8.8;360.98
12207;;PP PRETO;27.58;1.1;30.34
12208;;alto impacto;20.93;0.7;14.65
12209;;placa eletronica;41.16;43.5;1790.46
12210;;PP CRISTAL;30.43;1.7;51.73
12211;;ferro;22.18;0.8;17.74
12212;;bloco;36.48;8.7;317.38
12213;;chumbo;4.76;8.8;41.89
12214;;chumbo;42.83;8.8;376.9
12215;;PP CRISTAL;12.6;1.7;21.42
12216;;PP CRISTAL;46.28;1.7;78.68
12217;;óleo;43.57;2.0;87.14
12218;;bloco;44.09;8.7;383.58
12219;;PP PRETO;1.18;1.1;1.3
12220;;PP COLORIDO;19.34;1.7;32.88
12221;;latinha;4.47;5.3;23.69
12222;;latinha;26.13;5.3;138.49
12223;;PP PRETO;45.79;1.1;50.37
12224;;papelão;47.38;0.6;28.43
12225;;vidro;44.35;0.9;39.92
12226;;PP COLORIDO;22.27;1.7;37.86
12227;;latinha;8.61;5.3;45.63
12228;;aluminio;47.39;3.7;175.34
12229;;placa eletronica;45.25;43.5;1968.38
12230;;vidro;4.92;0.9;4.43
12231;;PET PEAD;9.8;3.5;34.3
12232;;alto impacto;19.14;0.7;13.4
12233;;chumbo;6.36;8.8;55.97
12234;;chumbo;6.6;8.8;58.08
12235;;aço;41.71;4.4;183.52
12236;;PP BRANCO;34.43;2.3;79.19
12237;;ferro;43.69;0.8;34.95
12238;;ferro;11.67;0.8;9.34
12239;;bateria;4.39;6.2;27.22
12240;;vidro;45.42;0.9;40.88
12241;;PP COLORIDO;14.49;1.7;24.63
12242;;bloco;14.81;8.7;128.85
12243;;ferro;22.74;0.8;18.19
12244;;papelão;8.19;0.6;4.91
12245;;aluminio;32.75;3.7;121.18
12246;;chumbo;28.93;8.8;254.58
12247;;PP COLORIDO;5.89;1.7;10.01
12248;;PET PEAD;29.12;3.5;101.92
12249;;cobre;45.3;34.4;1558.32
12250;;PP PRETO;7.21;1.1;7.93
12251;;papelão;36.0;0.6;21.6
12252;;óleo;2.97;2.0;5.94
12253;2024-01-02;PP CRISTAL;17.59;1.6;28.14
12254;2024-01-02;bloco;44.5;8.2;364.9
12255;2024-01-02;óleo;21.12;1.9;40.13
12256;2024-01-02;PP COLORIDO;5.14;1.8;9.25
12257;2024-01-02;ferro;42.39;0.8;33.91
12258;2024-01-02;latinha;20.44;5.6;114.46
12259;2024-01-02;PP COLORIDO;41.2;1.8;74.16
12260;2024-01-02;aluminio;11.91;4.0;47.64
12261;2024-01-02;PP BRANCO;10.06;2.2;22.13
12262;2024-01-02;aluminio;48.73;4.0;194.92
12263;2024-01-02;vidro;39.33;1.0;39.33
12264;2024-01-02;arquivo;49.39;0.9;44.45
12265;2024-01-02;papelão;34.68;0.5;17.34
12266;2024-01-02;chumbo;6.17;8.4;51.83
12267;2024-01-02;PP CRISTAL;29.67;1.6;47.47
12268;2024-01-02;ferro;6.16;0.8;4.93
12269;2024-01-02;bateria;1.28;6.6;8.45
12270;2024-01-02;latinha;39.97;5.6;223.83
12271;2024-01-02;PP BRANCO;2.69;2.2;5.92
12272;2024-01-02;PET PEAD;15.73;3.3;51.91
12273;2024-01-02;ferro;48.21;0.8;38.57
12274;2024-01-02;vidro;21.27;1.0;21.27
12275;2024-01-02;placa eletronica;7.25;46.3;335.67
12276;2024-01-02;papelão;17.97;0.5;8.98
12277;2024-02-02;ferro;21.08;0.8;16.86
12278;2024-02-02;PP CRISTAL;16.68;1.6;26.69
12279;2024-02-02;PP PRETO;45.98;1.0;45.98
12280;2024-02-02;PP COLORIDO;26.42;1.8;47.56
12281;2024-02-02;vidro;5.82;1.0;5.82
12282;2024-02-02;PET PEAD;20.11;3.3;66.36
12283;2024-02-02;PET PEAD;12.56;3.3;41.45
12284;2024-02-02;arquivo;26.38;0.9;23.74
12285;2024-02-02;arquivo;17.36;0.9;15.62
12286;2024-02-02;ferro;12.5;0.8;10.0
12287;2024-02-02;PP CRISTAL;35.32;1.6;56.51
12288;2024-02-02;bateria;20.62;6.6;136.09
12289;2024-02-02;bloco;33.39;8.2;273.8
12290;2024-02-02;PP CRISTAL;41.02;1.6;65.63
12291;2024-02-02;ferro;44.39;0.8;35.51
12292;2024-05-02;aço;3.17;4.7;14.9
12293;2024-05-02;arquivo;21.79;0.9;19.61
12294;2024-05-02;latinha;33.87;5.6;189.67
12295;2024-05-02;alto impacto;37.32;0.8;29.86
12296;2024-05-02;bloco;27.05;8.2;221.81
12297;2024-05-02;vidro;49.97;1.0;49.97
12298;2024-05-02;latinha;29.54;5.6;165.42
12299;2024-05-02;chumbo;18.66;8.4;156.74
12300;2024-05-02;aluminio;11.33;4.0;45.32
12301;2024-05-02;aço;8.7;4.7;40.89
12302;2024-05-02;vidro;43.46;1.0;43.46
12303;2024-05-02;arquivo;1.18;0.9;1.06
12304;2024-06-02;arquivo;1.29;0.9;1.16
12305;2024-06-02;alto impacto;45.85;0.8;36.68
12306;2024-06-02;papelão;4.44;0.5;2.22
12307;2024-06-02;placa eletronica;43.88;46.3;2031.64
12308;2024-06-02;cobre;10.05;36.7;368.84
12309;2024-06-02;arquivo;46.43;0.9;41.79
12310;2024-06-02;bloco;9.72;8.2;79.7
12311;2024-06-02;bloco;15.41;8.2;126.36
12312;2024-06-02;PP PRETO;45.41;1.0;45.41
12313;2024-06-02;PET PEAD;48.02;3.3;158.47
12314;2024-06-02;arquivo;27.16;0.9;24.44
12315;2024-06-02;cobre;7.1;36.7;260.57
12316;2024-06-02;PET PEAD;48.52;3.3;160.12
12317;2024-06-02;PP BRANCO;4.89;2.2;10.76
12318;2024-06-02;cobre;5.67;36.7;208.09
12319;2024-06-02;placa eletronica;36.76;46.3;1701.99
12320;2024-07-02;PP PRETO;26.82;1.0;26.82
12321;2024-07-02;óleo;39.43;1.9;74.92
12322;2024-07-02;bateria;9.37;6.6;61.84
12323;2024-07-02;aço;46.22;4.7;217.23
12324;2024-07-02;ferro;26.25;0.8;21.0
12325;2024-07-02;PP PRETO;22.82;1.0;22.82
12326;2024-07-02;ferro;7.65;0.8;6.12
12327;2024-07-02;latinha;48.86;5.6;273.62
12328;2024-07-02;aço;37.01;4.7;173.95
12329;2024-07-02;placa eletronica;23.3;46.3;1078.79
12330;2024-07-02;alto impacto;43.99;0.8;35.19
12331;2024-07-02;papelão;9.47;0.5;4.74
12332;2024-07-02;ferro;32.69;0.8;26.15
12333;2024-07-02;vidro;47.56;1.0;47.56
12334;2024-07-02;aço;41.5;4.7;195.05
12335;2024-07-02;PP COLORIDO;0.29;1.8;0.52
12336;2024-07-02;chumbo;37.95;8.4;318.78
12337;2024-08-02;óleo;22.27;1.9;42.31
12338;2024-08-02;latinha;29.99;5.6;167.94
12339;2024-08-02;alto impacto;5.5;0.8;4.4
12340;2024-08-02;vidro;47.65;1.0;47.65
12341;2024-08-02;cobre;15.94;36.7;585.0
12342;2024-08-02;papelão;18.3;0.5;9.15
12343;2024-08-02;papelão;31.88;0.5;15.94
12344;2024-08-02;cobre;41.33;36.7;1516.81
12345;2024-08-02;vidro;42.12;1.0;42.12
12346;2024-08-02;PP COLORIDO;8.08;1.8;14.54
12347;2024-08-02;PP COLORIDO;11.11;1.8;20.0
12348;2024-08-02;PP COLORIDO;41.74;1.8;75.13
12349;2024-08-02;PP CRISTAL;32.65;1.6;52.24
12350;2024-08-02;PET PEAD;23.96;3.3;79.07
12351;2024-08-02;vidro;32.66;1.0;32.66
12352;2024-08-02;ferro;9.41;0.8;7.53
12353;2024-08-02;aluminio;26.06;4.0;104.24
12354;2024-08-02;cobre;45.52;36.7;1670.58
12355;2024-09-02;bateria;43.22;6.6;285.25
12356;2024-09-02;bloco;5.29;8.2;43.38
12357;2024-12-02;PP CRISTAL;34.53;1.6;55.25
12358;2024-12-02;papelão;5.29;0.5;2.64
12359;2024-12-02;placa eletronica;4.31;46.3;199.55
12360;2024-12-02;PP BRANCO;0.23;2.2;0.51
12361;2024-12-02;bloco;10.79;8.2;88.48
12362;2024-12-02;chumbo;22.59;8.4;189.76
12363;2024-12-02;PP BRANCO;34.83;2.2;76.63
12364;2024-12-02;PP CRISTAL;34.07;1.6;54.51
12365;2024-12-02;arquivo;46.91;0.9;42.22
12366;2024-12-02;PP COLORIDO;1.47;1.8;2.65
12367;2024-12-02;bateria;28.73;6.6;189.62
12368;2024-12-02;cobre;36.97;36.7;1356.8
12369;2024-12-02;placa eletronica;46.85;46.3;2169.15
12370;2024-12-02;PP PRETO;22.93;1.0;22.93
12371;2024-12-02;vidro;14.2;1.0;14.2
12372;2024-12-02;cobre;4.0;36.7;146.8
12373;2024-12-02;PP COLORIDO;8.69;1.8;15.64
12374;2024-12-02;ferro;46.08;0.8;36.86
12375;2024-12-02;cobre;28.74;36.7;1054.76
12376;;latinha;5.37;5.6;30.07
12377;;arquivo;8.88;0.9;7.99
12378;;bloco;32.68;8.2;267.98
12379;;papelão;34.29;0.5;17.14
12380;;PET PEAD;46.6;3.3;153.78
12381;;vidro;46.29;1.0;46.29
12382;;óleo;12.77;1.9;24.26
12383;;chumbo;0.57;8.4;4.79
12384;;bateria;25.07;6.6;165.46
12385;;placa eletronica;42.26;46.3;1956.64
12386;;bloco;11.31;8.2;92.74
12387;;PP PRETO;16.01;1.0;16.01
12388;;bloco;17.98;8.2;147.44
12389;;PP CRISTAL;3.02;1.6;4.83
12390;;vidro;10.68;1.0;10.68
12391;;arquivo;27.72;0.9;24.95
12392;;bateria;42.28;6.6;279.05
12393;;PP BRANCO;48.58;2.2;106.88
12394;;PP BRANCO;46.27;2.2;101.79
12395;;óleo;8.23;1.9;15.64
12396;;bateria;28.99;6.6;191.33
12397;;bloco;39.86;8.2;326.85
12398;;alto impacto;48.93;0.8;39.14
12399;;PP BRANCO;43.35;2.2;95.37
12400;;PP CRISTAL;19.82;1.6;31.71
12401;;bloco;21.91;8.2;179.66
12402;;ferro;37.62;0.8;30.1
12403;;placa eletronica;21.39;46.3;990.36
12404;;cobre;14.83;36.7;544.26
12405;;PP CRISTAL;36.35;1.6;58.16
12406;;ferro;22.5;0.8;18.0
12407;;PET PEAD;35.84;3.3;118.27
12408;;PP CRISTAL;30.91;1.6;49.46
12409;;aluminio;23.73;4.0;94.92
12410;;PP CRISTAL;30.46;1.6;48.74
12411;;bloco;46.2;8.2;378.84
12412;;PET PEAD;31.04;3.3;102.43
12413;;bateria;30.38;6.6;200.51
12414;;chumbo;1.98;8.4;16.63
12415;;PET PEAD;48.51;3.3;160.08
12416;;ferro;42.85;0.8;34.28
12417;;PP PRETO;42.33;1.0;42.33
12418;;PP CRISTAL;15.61;1.6;24.98
12419;;PP PRETO;13.47;1.0;13.47
12420;;cobre;2.96;36.7;108.63
12421;;PP COLORIDO;4.49;1.8;8.08
12422;;latinha;30.84;5.6;172.7
12423;;óleo;42.22;1.9;80.22
12424;;vidro;18.11;1.0;18.11
12425;;alto impacto;18.03;0.8;14.42
12426;;aluminio;30.44;4.0;121.76
12427;;latinha;40.95;5.6;229.32
12428;;chumbo;38.11;8.4;320.12
12429;;placa eletronica;1.78;46.3;82.41
12430;;papelão;34.24;0.5;17.12
12431;;PET PEAD;35.43;3.3;116.92
12432;;PP COLORIDO;6.48;1.8;11.66
12433;;PET PEAD;39.1;3.3;129.03
12434;;PP COLORIDO;47.24;1.8;85.03
12435;;papelão;44.4;0.5;22.2
12436;;aluminio;19.74;4.0;78.96
12437;;latinha;18.73;5.6;104.89
12438;;arquivo;37.71;0.9;33.94
12439;;aluminio;3.11;4.0;12.44
12440;;papelão;45.54;0.5;22.77
12441;;aço;46.11;4.7;216.72
12442;;latinha;42.46;5.6;237.78
12443;;aço;35.42;4.7;166.47
12444;;PP BRANCO;3.63;2.2;7.99
12445;;chumbo;19.22;8.4;161.45
12446;;latinha;24.09;5.6;134.9
12447;;papelão;43.27;0.5;21.64
12448;;alto impacto;24.94;0.8;19.95
12449;;bloco;21.25;8.2;174.25
12450;;bateria;35.67;6.6;235.42
12451;;PET PEAD;3.3;3.3;10.89
12452;;bateria;24.57;6.6;162.16
12453;;aluminio;25.76;4.0;103.04
12454;;cobre;34.82;36.7;1277.89
12455;;bateria;34.59;6.6;228.29
12456;;aluminio;20.44;4.0;81.76
12457;;chumbo;25.58;8.4;214.87
12458;;PP COLORIDO;44.08;1.8;79.34
12459;;PET PEAD;40.45;3.3;133.49
12460;;óleo;13.13;1.9;24.95
12461;;aço;31.3;4.7;147.11
12462;;PET PEAD;10.03;3.3;33.1
12463;;PP COLORIDO;43.13;1.8;77.63
12464;;latinha;13.21;5.6;73.98
12465;;placa eletronica;22.71;46.3;1051.47
12466;;bloco;46.04;8.2;377.53
12467;;vidro;9.13;1.0;9.13
12468;;ferro;42.69;0.8;34.15
12469;;papelão;12.5;0.5;6.25
12470;;PP PRETO;30.73;1.0;30.73
12471;;alto impacto;11.85;0.8;9.48
12472;;ferro;48.75;0.8;39.0
12473;;arquivo;27.43;0.9;24.69
12474;;aço;7.84;4.7;36.85
12475;;bloco;9.97;8.2;81.75
12476;;óleo;31.76;1.9;60.34
12477;;óleo;48.51;1.9;92.17
12478;;PP COLORIDO;44.23;1.8;79.61
12479;;alto impacto;13.1;0.8;10.48
12480;;cobre;16.85;36.7;618.4
12481;;aço;36.54;4.7;171.74
12482;;bloco;29.27;8.2;240.01
12483;;bateria;16.37;6.6;108.04
12484;;ferro;21.71;0.8;17.37
12485;;bateria;18.96;6.6;125.14
12486;;latinha;29.47;5.6;165.03
12487;;ferro;39.97;0.8;31.98
12488;;óleo;32.95;1.9;62.6
12489;;alto impacto;20.73;0.8;16.58
12490;;chumbo;47.37;8.4;397.91
12491;;óleo;3.21;1.9;6.1
12492;;PP BRANCO;49.37;2.2;108.61
12493;;PP BRANCO;43.88;2.2;96.54
12494;;PP PRETO;46.85;1.0;46.85
12495;;ferro;36.01;0.8;28.81
12496;;arquivo;41.42;0.9;37.28
12497;;PP BRANCO;44.72;2.2;98.38
12498;;ferro;34.06;0.8;27.25
12499;;placa eletronica;39.36;46.3;1822.37
12500;;placa eletronica;31.47;46.3;1457.06
12501;;aluminio;23.54;4.0;94.16
