Data da Compra;Quantidade (kg);Nome do Material;Preço Total (R$);Margem de Lucro (%);Valor de Revenda (R$)
2023-09-17;0.15;placa eletronica;8.04;0.3;10.48
2023-09-17;17.96;alto impacto;24.96;0.43;35.79
2023-09-17;20.64;PP CRISTAL;81.94;0.35;110.5
2023-09-17;33.21;ferro;55.79;0.44;80.12
2023-09-17;38.77;PET PEAD;129.88;0.41;182.95
2023-09-17;10.22;óleo;28.51;0.34;38.1
2023-09-17;41.93;alto impacto;56.61;0.42;80.39
2023-09-17;16.62;bateria;110.02;0.36;149.99
2023-09-17;1.17;latinha;12.86;0.39;17.85
2023-09-17;24.76;PP COLORIDO;49.52;0.31;64.77
2023-09-17;36.46;latinha;399.6;0.36;544.3
2023-09-17;12.21;placa eletronica;663.74;0.39;923.3
2023-09-17;16.35;latinha;188.68;0.36;256.91
2023-09-17;36.53;PVC vidro;4067.98;0.45;5888.44
2023-09-17;32.04;cobre;1942.59;0.36;2648.56
2023-09-17;20.63;bloco;226.72;0.33;302.12
2023-09-17;46.67;PP COLORIDO;96.61;0.38;133.19
2023-09-17;2.32;PET PEAD;7.63;0.39;10.64
2023-09-17;28.05;vidro;37.03;0.32;49.01
2023-09-17;7.9;papelão;8.85;0.38;12.18
2023-09-17;8.35;arquivo;9.02;0.44;12.97
2023-09-17;29.52;placa eletronica;1615.33;0.44;2322.54
2023-09-17;7.64;vidro;10.31;0.41;14.54
2023-09-17;22.64;bloco;247.23;0.43;353.62
2023-09-17;18.26;placa eletronica;969.97;0.36;1321.77
2023-09-17;47.37;bloco;494.54;0.41;697.43
2023-09-18;29.76;óleo;81.84;0.43;117.39
2023-09-18;43.75;latinha;480.81;0.38;664.29
2023-09-18;35.22;aço;254.29;0.33;337.01
2023-09-18;1.78;PP COLORIDO;3.6;0.41;5.07
2023-09-18;49.59;PET PEAD;170.09;0.31;222.29
2023-09-18;18.55;chumbo;181.42;0.43;259.81
2023-09-18;41.74;PP COLORIDO;85.98;0.36;117.31
2023-09-18;44.53;papelão;47.2;0.42;67.07
2023-09-18;31.48;vidro;42.5;0.39;58.94
2023-09-18;33.97;óleo;92.74;0.43;132.55
2023-09-18;35.42;PP PRETO;62.69;0.31;81.93
2023-09-18;10.24;chumbo;101.27;0.43;145.11
2023-09-18;20.27;aluminio;189.32;0.42;269.23
2023-09-18;34.34;latinha;386.33;0.42;549.31
2023-09-18;26.31;PP PRETO;46.83;0.42;66.46
2023-09-18;42.45;ferro;70.89;0.32;93.76
2023-09-18;30.77;PP COLORIDO;60.0;0.45;86.8
2023-09-18;24.1;PP PRETO;40.97;0.37;56.1
2023-09-18;7.94;PVC vidro;868.0;0.4;1217.18
2023-09-18;19.87;PET PEAD;68.15;0.42;96.64
2023-09-18;49.89;PVC vidro;5278.36;0.33;7007.69
2023-09-18;43.31;papelão;46.77;0.3;60.84
2023-09-18;47.85;vidro;64.6;0.31;84.46
2023-09-19;22.36;PVC vidro;2393.64;0.38;3302.71
2023-09-19;5.37;PET PEAD;17.56;0.39;24.36
2023-09-19;0.33;óleo;0.92;0.41;1.3
2023-09-19;39.99;bloco;411.1;0.33;545.93
2023-09-19;37.18;PP BRANCO;111.54;0.32;147.09
2023-09-19;39.16;ferro;64.61;0.31;84.43
2023-09-19;28.39;alto impacto;38.61;0.33;51.2
2023-09-19;30.08;chumbo;299.0;0.33;398.16
2023-09-19;0.32;PVC vidro;34.73;0.31;45.57
2023-09-19;19.57;placa eletronica;1030.16;0.4;1446.45
2023-09-19;16.68;aço;120.76;0.35;162.55
2023-09-19;7.03;vidro;9.42;0.31;12.33
2023-09-19;15.93;alto impacto;21.35;0.3;27.78
2023-09-20;37.31;PP CRISTAL;142.15;0.39;197.85
2023-09-20;23.69;óleo;62.07;0.36;84.34
2023-09-20;29.28;aço;210.23;0.37;287.91
2023-09-20;45.71;ferro;72.22;0.36;98.54
2023-09-20;20.21;bloco;218.47;0.37;298.36
2023-09-20;25.28;aluminio;234.6;0.42;331.99
2023-09-20;31.7;PP PRETO;53.57;0.37;73.48
2023-09-20;35.45;alto impacto;46.09;0.36;62.73
2023-09-20;25.03;PP PRETO;45.55;0.39;63.09
2023-09-20;14.74;bloco;155.51;0.33;207.57
2023-09-20;29.88;PP COLORIDO;61.85;0.37;84.63
2023-09-20;40.89;aluminio;388.05;0.42;552.56
2023-09-20;13.73;bateria;95.01;0.34;126.84
2023-09-20;15.9;chumbo;155.66;0.34;208.91
2023-09-20;25.27;óleo;69.24;0.43;98.78
2023-09-20;45.61;aluminio;416.88;0.42;593.45
2023-09-20;6.21;PET PEAD;20.43;0.44;29.47
2023-09-20;27.23;cobre;1566.27;0.38;2159.01
2023-09-20;15.65;cobre;912.08;0.39;1271.62
2023-09-20;1.98;bateria;13.62;0.35;18.41
2023-09-20;41.68;PP PRETO;75.44;0.4;105.92
2023-09-20;2.31;chumbo;24.0;0.4;33.62
2023-09-20;2.59;alto impacto;3.52;0.34;4.7
2023-09-20;25.61;PP CRISTAL;102.7;0.45;148.51
2023-09-20;49.21;latinha;565.91;0.33;751.04
2023-09-20;20.07;PP PRETO;35.12;0.33;46.57
2023-09-20;44.13;aluminio;424.53;0.41;597.01
2023-09-20;21.59;óleo;57.21;0.43;81.57
2023-09-20;7.16;bateria;47.61;0.38;65.8
2023-09-21;41.34;PP COLORIDO;85.16;0.32;112.26
2023-09-21;3.17;vidro;4.34;0.33;5.79
2023-09-21;14.35;aço;105.62;0.34;141.45
2023-09-21;24.45;aluminio;235.7;0.34;314.97
2023-09-21;39.55;chumbo;412.9;0.33;549.1
2023-09-21;11.69;arquivo;12.39;0.33;16.45
2023-09-21;46.26;alto impacto;62.45;0.37;85.4
2023-09-21;35.65;PP COLORIDO;72.37;0.4;101.48
2023-09-21;1.37;PP BRANCO;4.08;0.37;5.59
2023-09-21;34.19;PP CRISTAL;130.26;0.33;173.76
2023-09-21;22.51;placa eletronica;1195.06;0.41;1679.13
2023-09-21;3.97;ferro;6.23;0.37;8.51
2023-09-21;16.01;chumbo;159.3;0.39;221.98
2023-09-21;16.74;PP BRANCO;51.39;0.39;71.47
2023-09-21;23.97;PET PEAD;81.02;0.36;110.15
2023-09-21;13.21;bloco;138.18;0.3;179.91
2023-09-21;19.52;PP BRANCO;61.29;0.39;85.29
2023-09-21;15.79;PVC vidro;1725.69;0.33;2299.9
2023-09-21;5.19;PP BRANCO;16.3;0.34;21.92
2023-09-21;27.02;PET PEAD;88.09;0.41;123.95
2023-09-21;9.13;chumbo;92.12;0.4;129.01
2023-09-22;4.78;arquivo;5.07;0.33;6.76
2023-09-22;45.18;alto impacto;60.99;0.34;81.55
2023-09-22;8.94;alto impacto;11.71;0.31;15.29
2023-09-22;5.0;PP COLORIDO;9.85;0.35;13.28
2023-09-22;22.97;óleo;62.94;0.33;83.94
2023-09-22;12.67;ferro;20.27;0.39;28.16
2023-09-22;27.23;PET PEAD;94.22;0.35;127.17
2023-09-22;4.09;PP BRANCO;12.8;0.32;16.91
2023-09-22;0.65;papelão;0.7;0.42;1.0
2023-09-22;48.5;aluminio;450.08;0.4;631.51
2023-09-22;36.14;bloco;388.14;0.37;533.61
2023-09-23;26.07;chumbo;264.35;0.38;365.32
2023-09-23;9.17;ferro;14.31;0.37;19.62
2023-09-23;4.3;vidro;5.89;0.4;8.25
2023-09-24;19.4;PVC vidro;2114.6;0.41;2972.92
2023-09-24;34.13;PVC vidro;3719.83;0.39;5188.79
2023-09-24;29.3;cobre;1756.83;0.37;2403.77
2023-09-24;13.08;aço;94.96;0.31;124.34
2023-09-24;33.64;vidro;45.08;0.33;60.03
2023-09-24;8.92;alto impacto;12.13;0.37;16.58
2023-09-24;26.28;arquivo;28.12;0.39;39.05
2023-09-24;15.23;PP CRISTAL;60.62;0.34;81.03
2023-09-24;3.0;chumbo;29.46;0.4;41.35
2023-09-24;49.76;alto impacto;65.19;0.36;88.96
2023-09-24;30.0;PET PEAD;101.7;0.41;143.1
2023-09-24;4.76;cobre;293.55;0.31;384.61
2023-09-25;12.46;PP BRANCO;36.51;0.34;48.8
2023-09-25;16.92;aço;127.41;0.38;176.31
2023-09-25;42.33;óleo;113.87;0.35;153.57
2023-09-25;41.91;bloco;437.54;0.39;607.47
2023-09-25;15.91;chumbo;163.24;0.36;222.24
2023-09-25;17.67;chumbo;182.71;0.4;255.5
2023-09-25;14.34;PP BRANCO;44.17;0.42;62.8
2023-09-25;22.71;cobre;1311.05;0.37;1795.59
2023-09-25;16.53;bateria;110.09;0.42;155.93
2023-09-25;24.71;aço;176.68;0.32;233.5
2023-09-25;6.46;bloco;69.64;0.43;99.45
2023-09-25;41.34;PP CRISTAL;161.23;0.39;224.24
2023-09-25;48.57;bloco;521.16;0.41;736.74
2023-09-25;25.14;ferro;40.22;0.36;54.55
2023-09-25;36.16;latinha;407.88;0.31;534.63
2023-09-25;8.21;PET PEAD;27.18;0.35;36.72
2023-09-25;22.94;papelão;24.09;0.39;33.39
2023-09-25;15.65;cobre;935.56;0.42;1329.17
2023-09-25;22.84;óleo;59.61;0.36;80.85
2023-09-25;29.84;óleo;81.16;0.35;109.6
2023-09-25;32.33;óleo;88.58;0.36;120.43
2023-09-25;22.89;vidro;31.13;0.31;40.79
2023-09-25;20.12;cobre;1160.12;0.41;1635.51
2023-09-26;26.97;aço;192.03;0.44;275.66
2023-09-26;15.57;PP CRISTAL;60.26;0.41;85.17
2023-09-26;31.07;placa eletronica;1696.42;0.31;2218.81
2023-09-26;25.8;latinha;283.54;0.38;391.04
2023-09-26;38.48;papelão;41.56;0.43;59.55
2023-09-26;43.16;PP BRANCO;129.91;0.31;170.3
2023-09-26;1.49;placa eletronica;80.3;0.35;108.56
2023-09-26;10.14;óleo;27.48;0.37;37.65
2023-09-26;22.1;vidro;29.84;0.41;42.05
2023-09-26;8.87;PET PEAD;29.36;0.4;41.08
2023-09-26;45.25;PP CRISTAL;170.59;0.34;228.12
2023-09-26;0.1;aço;0.75;0.37;1.03
2023-09-26;11.23;PP COLORIDO;22.35;0.38;30.86
2023-09-26;15.56;aço;109.39;0.42;155.88
2023-09-26;40.14;chumbo;421.07;0.43;604.13
2023-09-26;40.74;bateria;284.37;0.43;406.25
2023-09-26;40.77;PVC vidro;4329.77;0.44;6241.29
2023-09-26;44.53;bateria;308.15;0.36;420.62
2023-09-26;1.16;alto impacto;1.61;0.37;2.2
2023-09-26;24.61;vidro;34.45;0.43;49.25
2023-09-26;16.51;cobre;949.16;0.44;1369.93
2023-09-26;37.95;placa eletronica;1992.75;0.38;2759.56
2023-09-26;20.32;aluminio;195.68;0.31;256.26
2023-09-26;19.49;PP BRANCO;60.22;0.33;79.9
2023-09-26;5.44;chumbo;54.45;0.36;74.15
2023-09-26;46.42;PP COLORIDO;93.3;0.32;123.49
2023-09-26;34.25;arquivo;36.65;0.44;52.88
2023-09-26;23.18;arquivo;24.34;0.44;35.04
2023-09-26;19.0;ferro;29.83;0.38;41.31
2023-09-26;27.84;papelão;30.07;0.38;41.49
2023-09-27;27.18;óleo;74.47;0.32;98.18
2023-09-27;39.68;placa eletronica;2132.8;0.32;2812.61
2023-09-27;13.71;PET PEAD;45.93;0.4;64.37
2023-09-27;24.33;PP CRISTAL;92.45;0.38;127.5
2023-09-27;37.67;latinha;420.02;0.39;584.15
2023-09-27;45.58;aluminio;424.81;0.4;595.86
2023-09-27;36.2;papelão;39.82;0.3;51.78
2023-09-27;39.47;papelão;42.23;0.33;56.3
2023-09-27;39.2;vidro;51.35;0.37;70.13
2023-09-27;41.57;vidro;54.04;0.31;70.92
2023-09-27;12.1;PP PRETO;21.9;0.4;30.67
2023-09-27;31.94;óleo;86.88;0.39;120.36
2023-09-27;21.78;alto impacto;29.19;0.34;39.12
2023-09-27;6.54;aço;48.53;0.44;70.07
2023-09-27;26.38;alto impacto;36.4;0.31;47.6
2023-09-27;37.35;aço;279.0;0.35;375.86
2023-09-27;31.99;bateria;210.49;0.44;304.05
2023-09-27;9.82;vidro;12.86;0.42;18.28
2023-09-27;4.43;aço;31.63;0.33;42.22
2023-09-27;41.26;bloco;435.29;0.39;604.59
2023-09-27;23.01;aço;169.12;0.35;228.81
2023-09-27;7.17;PVC vidro;756.08;0.34;1010.1
2023-09-27;49.62;aço;351.31;0.4;491.83
2023-09-27;48.37;PP COLORIDO;101.09;0.34;135.51
2023-09-27;41.74;aluminio;399.45;0.4;560.53
2023-09-27;17.36;PP BRANCO;52.95;0.38;73.14
2023-09-27;12.12;chumbo;123.62;0.4;172.59
2023-09-27;12.38;PVC vidro;1289.38;0.31;1694.26
2023-09-27;0.62;placa eletronica;33.08;0.35;44.63
2023-09-27;41.74;aluminio;405.3;0.33;539.25
2023-09-28;31.42;latinha;346.25;0.33;460.94
2023-09-28;37.33;PP COLORIDO;74.66;0.39;103.76
2023-09-28;47.21;PP PRETO;82.15;0.3;106.8
2023-09-28;29.46;placa eletronica;1584.36;0.3;2059.76
2023-09-28;5.29;PVC vidro;582.38;0.42;829.5
2023-09-28;45.8;papelão;49.46;0.31;65.02
2023-09-28;47.44;cobre;2908.07;0.31;3812.04
2023-09-28;27.16;placa eletronica;1511.73;0.35;2041.61
2023-09-28;41.77;PET PEAD;144.94;0.35;195.05
2023-09-28;4.59;PET PEAD;15.01;0.34;20.1
2023-09-28;32.67;ferro;52.27;0.35;70.54
2023-09-28;12.63;PVC vidro;1398.39;0.42;1980.98
2023-09-28;26.5;alto impacto;34.72;0.33;46.26
2023-09-28;47.01;bateria;320.61;0.44;460.72
2023-09-28;33.86;óleo;88.37;0.34;118.06
2023-09-28;46.79;óleo;129.61;0.32;170.9
2023-09-28;22.57;PP BRANCO;70.42;0.35;95.15
2023-09-28;36.64;PVC vidro;3846.47;0.35;5202.85
2023-09-28;29.09;aluminio;267.92;0.42;381.57
2023-09-28;13.9;bateria;93.96;0.4;131.57
2023-09-28;32.87;chumbo;330.01;0.41;465.19
2023-09-28;19.42;bloco;209.15;0.33;278.84
2023-09-28;0.5;aluminio;4.57;0.39;6.36
2023-09-29;38.89;PVC vidro;4057.0;0.34;5427.86
2023-09-29;38.67;ferro;64.97;0.32;85.8
2023-09-29;26.7;arquivo;29.37;0.37;40.37
2023-09-30;43.7;papelão;48.94;0.33;65.0
2023-09-30;12.89;bloco;139.86;0.33;185.67
2023-09-30;34.33;bateria;228.29;0.4;320.3
2023-09-30;47.92;alto impacto;65.17;0.39;90.52
2023-09-30;42.35;PP COLORIDO;86.82;0.41;122.82
2023-09-30;42.57;PET PEAD;143.04;0.41;200.98
2023-09-30;38.71;PVC vidro;4258.49;0.44;6135.14
2023-09-30;33.97;chumbo;347.51;0.31;455.07
2023-09-30;39.84;PP BRANCO;120.72;0.4;169.15
2023-09-30;8.36;cobre;480.7;0.43;686.42
2023-09-30;28.21;alto impacto;38.37;0.32;50.71
2023-09-30;35.89;PET PEAD;118.08;0.41;166.44
2023-09-30;40.24;ferro;64.38;0.43;91.76
2023-09-30;0.44;aluminio;4.15;0.37;5.67
2023-09-30;33.86;PP PRETO;57.56;0.32;76.13
2023-09-30;0.88;PVC vidro;95.47;0.38;132.18
2023-09-30;1.76;PVC vidro;184.94;0.42;263.01
2023-09-30;2.29;alto impacto;3.18;0.34;4.25
2023-09-30;19.82;aço;143.89;0.39;199.4
2023-09-30;7.85;PP BRANCO;23.94;0.33;31.82
2023-09-30;12.18;PET PEAD;42.14;0.37;57.91
2023-09-30;2.07;aço;15.21;0.39;21.16
2023-09-30;33.07;arquivo;35.72;0.43;51.22
2023-09-30;7.48;aço;53.63;0.34;71.64
2023-09-30;3.14;aço;23.58;0.44;33.85
2023-09-30;39.4;aluminio;366.42;0.31;478.45
2023-09-30;21.25;alto impacto;29.75;0.31;38.92
2023-09-30;24.9;PP PRETO;44.32;0.36;60.42
2023-09-30;31.17;chumbo;306.09;0.39;424.15
2023-09-30;18.83;placa eletronica;1047.14;0.35;1410.4
2023-10-01;24.59;ferro;40.33;0.4;56.39
2023-10-01;34.45;arquivo;36.52;0.36;49.53
2023-10-01;7.25;PP BRANCO;22.62;0.39;31.35
2023-10-01;6.17;óleo;17.15;0.36;23.29
2023-10-01;8.17;PET PEAD;27.7;0.31;36.36
2023-10-01;13.89;aluminio;127.23;0.45;184.17
2023-10-01;25.26;PVC vidro;2669.73;0.32;3532.0
2023-10-01;39.4;aço;296.29;0.31;389.05
2023-10-01;1.98;PP CRISTAL;7.98;0.44;11.5
2023-10-01;8.3;bateria;57.35;0.3;74.59
2023-10-01;23.86;aluminio;220.23;0.43;315.08
2023-10-01;17.75;aluminio;162.59;0.42;231.52
2023-10-01;45.42;latinha;512.34;0.3;666.76
2023-10-01;1.74;bloco;18.17;0.38;25.09
2023-10-01;24.51;bateria;159.56;0.37;219.17
2023-10-02;4.64;arquivo;4.87;0.32;6.43
2023-10-02;38.69;chumbo;389.61;0.32;513.95
2023-10-02;47.43;placa eletronica;2573.08;0.39;3586.62
2023-10-02;2.55;bloco;26.21;0.38;36.16
2023-10-02;45.06;bateria;296.95;0.33;396.21
2023-10-02;39.75;ferro;66.78;0.41;94.36
2023-10-02;1.1;bloco;11.47;0.33;15.23
2023-10-02;29.74;latinha;344.98;0.44;495.3
2023-10-02;49.54;bateria;338.36;0.4;473.35
2023-10-02;11.16;PVC vidro;1175.37;0.34;1572.53
2023-10-02;5.79;ferro;9.15;0.43;13.06
2023-10-02;19.65;PP COLORIDO;39.89;0.38;55.2
2023-10-02;21.32;aluminio;199.98;0.38;276.16
2023-10-02;10.48;chumbo;104.38;0.43;149.25
2023-10-02;41.04;aço;298.36;0.39;415.91
2023-10-02;40.01;PVC vidro;4203.85;0.32;5549.04
2023-10-02;46.94;latinha;520.1;0.34;697.36
2023-10-02;7.41;cobre;458.46;0.36;623.13
2023-10-02;33.88;PP PRETO;57.6;0.31;75.33
2023-10-02;23.08;latinha;253.88;0.38;349.82
2023-10-02;6.0;arquivo;6.42;0.32;8.46
2023-10-02;30.69;PP BRANCO;92.38;0.42;130.78
2023-10-02;11.8;aço;85.55;0.38;118.06
2023-10-02;1.31;aço;9.89;0.44;14.26
2023-10-02;23.07;aço;173.72;0.35;233.78
2023-10-02;24.19;papelão;25.4;0.33;33.68
2023-10-02;36.36;PP BRANCO;107.63;0.43;153.4
2023-10-02;41.88;aluminio;393.25;0.37;540.08
2023-10-02;24.95;PP COLORIDO;51.15;0.42;72.71
2023-10-02;43.36;óleo;114.04;0.39;158.66
2023-10-03;45.57;arquivo;47.85;0.43;68.62
2023-10-03;2.33;arquivo;2.49;0.33;3.32
2023-10-03;25.51;PP CRISTAL;102.04;0.44;146.97
2023-10-03;25.85;PET PEAD;86.86;0.38;119.84
2023-10-03;7.96;papelão;8.28;0.31;10.83
2023-10-03;23.79;cobre;1442.39;0.44;2083.97
2023-10-03;1.37;cobre;80.65;0.31;105.82
2023-10-03;30.17;bloco;322.82;0.35;437.12
2023-10-03;34.17;chumbo;354.34;0.32;467.72
2023-10-03;24.52;óleo;66.45;0.36;90.22
2023-10-03;41.87;ferro;67.41;0.34;90.62
2023-10-03;32.25;PP BRANCO;96.75;0.31;126.51
2023-10-03;22.69;bateria;156.56;0.42;222.75
2023-10-03;33.82;aluminio;327.04;0.44;471.3
2023-10-04;14.39;latinha;159.15;0.39;221.49
2023-10-04;20.0;aluminio;186.8;0.33;247.76
2023-10-04;2.8;aluminio;27.02;0.31;35.33
2023-10-05;0.22;aço;1.61;0.32;2.12
2023-10-05;12.45;PVC vidro;1378.21;0.43;1968.54
2023-10-05;5.86;papelão;6.27;0.42;8.9
2023-10-05;33.5;alto impacto;45.23;0.35;61.26
2023-10-05;23.93;cobre;1427.9;0.33;1902.45
2023-10-05;34.58;PP COLORIDO;68.81;0.34;91.97
2023-10-05;28.09;alto impacto;38.48;0.33;51.01
2023-10-05;34.31;aluminio;335.55;0.31;438.56
2023-10-05;9.52;óleo;24.85;0.42;35.35
2023-10-05;1.55;arquivo;1.67;0.43;2.38
2023-10-05;17.61;PP PRETO;30.99;0.38;42.85
2023-10-05;33.33;PP CRISTAL;134.99;0.36;183.67
2023-10-05;25.61;PP PRETO;46.1;0.41;64.99
2023-10-05;39.68;papelão;41.66;0.39;57.75
2023-10-05;14.18;papelão;15.6;0.44;22.44
2023-10-05;19.36;papelão;20.33;0.34;27.26
2023-10-05;20.49;PP PRETO;36.47;0.33;48.38
2023-10-05;39.81;placa eletronica;2133.02;0.38;2954.18
2023-10-05;14.14;PP PRETO;25.45;0.35;34.32
2023-10-05;4.12;PP COLORIDO;8.65;0.39;12.04
2023-10-05;9.33;ferro;15.02;0.41;21.19
2023-10-05;17.23;aço;126.81;0.43;181.13
2023-10-05;33.44;vidro;45.81;0.32;60.55
2023-10-05;27.78;bloco;298.63;0.32;393.54
2023-10-06;21.84;óleo;58.97;0.44;85.07
2023-10-06;15.65;chumbo;158.85;0.42;225.62
2023-10-06;16.28;aluminio;159.22;0.4;223.07
2023-10-06;41.2;PP CRISTAL;160.68;0.31;210.6
2023-10-06;3.85;óleo;10.4;0.4;14.54
2023-10-06;10.87;arquivo;11.41;0.44;16.46
2023-10-06;47.15;PP PRETO;80.16;0.31;104.71
2023-10-06;23.61;cobre;1409.75;0.39;1954.52
2023-10-06;26.35;aluminio;250.33;0.39;346.76
2023-10-06;20.73;óleo;54.52;0.42;77.66
2023-10-06;7.89;PP COLORIDO;15.62;0.42;22.18
2023-10-06;1.12;ferro;1.88;0.44;2.7
2023-10-06;24.84;PET PEAD;86.69;0.37;118.72
2023-10-06;38.5;cobre;2242.24;0.43;3205.96
2023-10-06;41.7;latinha;482.47;0.4;677.3
2023-10-06;0.84;vidro;1.14;0.4;1.59
2023-10-06;16.56;papelão;18.38;0.34;24.57
2023-10-06;25.64;arquivo;27.18;0.43;38.86
2023-10-06;14.37;PP COLORIDO;28.45;0.41;40.13
2023-10-06;0.15;bloco;1.62;0.42;2.3
2023-10-07;40.47;placa eletronica;2190.24;0.32;2898.17
2023-10-07;12.84;óleo;35.7;0.43;51.08
2023-10-07;12.04;ferro;19.87;0.43;28.51
2023-10-07;11.86;PET PEAD;40.68;0.42;57.91
2023-10-07;23.94;papelão;25.86;0.34;34.69
2023-10-07;6.69;PVC vidro;722.72;0.35;976.07
2023-10-07;32.44;PP CRISTAL;124.89;0.34;167.11
2023-10-07;7.13;óleo;19.18;0.3;24.94
2023-10-07;46.07;placa eletronica;2421.9;0.36;3283.43
2023-10-07;4.68;PET PEAD;15.44;0.4;21.62
2023-10-07;35.81;PP BRANCO;106.36;0.34;142.19
2023-10-07;8.58;PP PRETO;15.53;0.44;22.35
2023-10-07;7.96;vidro;10.35;0.34;13.86
2023-10-07;28.9;bloco;304.32;0.35;411.57
2023-10-08;5.76;vidro;7.55;0.43;10.79
2023-10-08;39.66;bloco;421.19;0.33;561.16
2023-10-08;26.79;placa eletronica;1448.27;0.38;1997.17
2023-10-08;20.34;arquivo;21.36;0.3;27.83
2023-10-08;36.47;PET PEAD;124.73;0.38;172.53
2023-10-08;40.84;óleo;107.82;0.35;145.41
2023-10-08;35.77;aço;254.68;0.37;348.09
2023-10-08;37.4;aluminio;347.45;0.34;465.63
2023-10-08;41.2;aluminio;379.45;0.34;508.08
2023-10-08;22.23;alto impacto;30.23;0.44;43.44
2023-10-08;19.7;vidro;26.4;0.3;34.45
2023-10-08;38.43;PP PRETO;68.41;0.36;92.93
2023-10-09;18.25;PP PRETO;32.67;0.4;45.88
2023-10-09;23.65;PP CRISTAL;95.78;0.32;126.71
2023-10-09;26.97;PET PEAD;91.7;0.35;123.91
2023-10-09;32.61;papelão;34.89;0.42;49.54
2023-10-09;44.88;ferro;74.05;0.39;102.67
2023-10-09;21.22;arquivo;23.13;0.44;33.24
2023-10-09;4.02;PP COLORIDO;8.24;0.34;11.01
2023-10-09;32.41;chumbo;333.82;0.35;450.16
2023-10-09;43.44;PVC vidro;4804.46;0.32;6346.01
2023-10-09;41.95;PP COLORIDO;87.26;0.39;121.33
2023-10-09;45.28;PET PEAD;154.86;0.32;203.91
2023-10-09;15.06;PP CRISTAL;59.19;0.36;80.48
2023-10-09;17.95;PP COLORIDO;36.44;0.32;48.24
2023-10-10;41.42;placa eletronica;2195.26;0.35;2956.02
2023-10-10;41.72;latinha;466.85;0.32;616.86
2023-10-10;16.39;PP COLORIDO;31.96;0.36;43.37
2023-10-10;42.02;chumbo;413.06;0.3;538.95
2023-10-10;8.18;PP COLORIDO;16.36;0.36;22.17
2023-10-10;35.55;cobre;2099.94;0.35;2842.64
2023-10-10;38.85;latinha;442.89;0.42;627.51
2023-10-10;25.93;bloco;276.93;0.31;361.49
2023-10-10;37.06;bateria;246.45;0.42;350.93
2023-10-10;25.16;latinha;282.55;0.38;391.2
2023-10-10;28.28;vidro;39.31;0.34;52.6
2023-10-10;29.86;bloco;325.77;0.35;438.28
2023-10-10;27.82;PVC vidro;3010.68;0.35;4072.8
2023-10-11;48.3;PP COLORIDO;98.05;0.38;135.01
2023-10-11;15.63;PP BRANCO;46.58;0.42;66.28
2023-10-11;37.64;PET PEAD;123.84;0.45;179.38
2023-10-11;33.0;aluminio;311.85;0.33;415.66
2023-10-11;45.93;PET PEAD;152.03;0.31;199.15
2023-10-11;11.67;PP CRISTAL;46.91;0.38;64.74
2023-10-11;13.46;papelão;14.0;0.35;18.84
2023-10-11;49.57;aluminio;483.31;0.38;667.05
2023-10-11;28.18;cobre;1720.67;0.4;2405.49
2023-10-11;41.3;cobre;2505.26;0.4;3506.21
2023-10-11;36.75;papelão;38.22;0.36;51.88
2023-10-11;7.22;bateria;47.8;0.3;62.23
2023-10-11;36.41;PVC vidro;3915.17;0.41;5524.97
2023-10-11;10.11;PP PRETO;18.3;0.33;24.34
2023-10-11;43.78;chumbo;447.87;0.34;601.66
2023-10-11;31.1;PP BRANCO;96.41;0.35;130.34
2023-10-11;45.39;papelão;48.57;0.39;67.67
2023-10-11;9.46;papelão;10.41;0.39;14.51
2023-10-11;4.72;PET PEAD;16.38;0.44;23.64
2023-10-11;39.04;latinha;453.64;0.36;617.69
2023-10-11;23.59;bloco;248.4;0.41;350.64
2023-10-11;19.93;chumbo;204.08;0.41;287.95
2023-10-11;27.8;aluminio;264.93;0.4;370.58
2023-10-11;49.04;placa eletronica;2612.85;0.33;3480.52
2023-10-11;49.93;PP COLORIDO;103.36;0.32;136.17
2023-10-11;47.47;bateria;330.39;0.32;435.21
2023-10-11;6.96;alto impacto;9.19;0.32;12.16
2023-10-11;31.85;PP COLORIDO;64.97;0.31;85.17
2023-10-11;3.57;óleo;9.82;0.34;13.11
2023-10-12;32.39;PP BRANCO;95.23;0.34;127.34
2023-10-12;17.2;chumbo;177.5;0.4;249.33
2023-10-12;0.35;placa eletronica;18.7;0.38;25.87
2023-10-12;18.69;óleo;51.77;0.42;73.46
2023-10-12;44.68;PP BRANCO;136.27;0.42;193.65
2023-10-12;41.13;arquivo;44.01;0.32;58.22
2023-10-12;37.73;óleo;100.36;0.3;130.96
2023-10-12;5.62;bloco;61.82;0.34;82.71
2023-10-12;38.0;bateria;248.9;0.4;347.72
2023-10-12;15.34;arquivo;16.87;0.45;24.43
2023-10-12;27.93;ferro;44.97;0.36;61.28
2023-10-12;7.74;bateria;52.86;0.41;74.79
2023-10-12;16.33;PP BRANCO;49.48;0.34;66.24
2023-10-12;15.59;cobre;957.69;0.32;1265.23
2023-10-12;1.82;cobre;107.36;0.32;141.26
2023-10-12;33.89;placa eletronica;1865.64;0.41;2629.25
2023-10-12;21.32;PP CRISTAL;83.57;0.36;113.38
2023-10-12;31.98;ferro;51.49;0.32;68.07
2023-10-12;18.69;papelão;20.75;0.43;29.66
2023-10-13;34.49;papelão;36.56;0.43;52.25
2023-10-13;6.56;vidro;8.53;0.41;12.0
