ID da Compra;Data da Compra;Nome do Material;Quantidade (kg);Preço por kg (R$)
16863;14/01/2024;cobre;12,96;R$ 58,59
16864;14/01/2024;placa eletronica;2,61;R$ 55,68
16865;14/01/2024;PVC vidro;48,95;R$ 106,05
16866;14/01/2024;PET PEAD;18,48;R$ 3,28
16867;14/01/2024;arquivo;34,72;R$ 1,11
16868;14/01/2024;vidro;46,29;R$ 1,40
16869;14/01/2024;ferro;45,86;R$ 1,66
16870;14/01/2024;PP PRETO;17,19;R$ 1,73
16871;14/01/2024;alto impacto;38,9;R$ 1,34
16872;14/01/2024;PP PRETO;9,57;R$ 1,74
16873;15/01/2024;arquivo;49,07;R$ 1,07
16874;15/01/2024;latinha;18,5;R$ 11,07
16875;15/01/2024;papelão;27,67;R$ 1,08
16876;15/01/2024;alto impacto;5,34;R$ 1,35
16877;15/01/2024;arquivo;9,51;R$ 1,06
16878;15/01/2024;aço;23,88;R$ 7,40
16879;15/01/2024;latinha;34,67;R$ 11,41
16880;15/01/2024;arquivo;39,82;R$ 1,12
16881;15/01/2024;PP CRISTAL;4,51;R$ 4,04
16882;15/01/2024;chumbo;0,83;R$ 10,36
16883;15/01/2024;PVC vidro;17,52;R$ 109,59
16884;15/01/2024;arquivo;25;R$ 1,11
16885;15/01/2024;papelão;36,31;R$ 1,12
16886;16/01/2024;papelão;10,18;R$ 1,06
16887;16/01/2024;aluminio;41,28;R$ 9,61
16888;16/01/2024;aço;32,08;R$ 7,47
16889;16/01/2024;bateria;49,69;R$ 6,53
16890;16/01/2024;papelão;25,58;R$ 1,07
16891;16/01/2024;vidro;10,51;R$ 1,32
16892;16/01/2024;bloco;23,38;R$ 10,87
16893;16/01/2024;ferro;3,91;R$ 1,62
16894;16/01/2024;PET PEAD;0,69;R$ 3,36
16895;16/01/2024;vidro;21,75;R$ 1,31
16896;16/01/2024;ferro;32,22;R$ 1,60
16897;16/01/2024;alto impacto;2,05;R$ 1,39
16898;16/01/2024;PP COLORIDO;21,07;R$ 2,08
16899;16/01/2024;bloco;23,73;R$ 10,31
16900;16/01/2024;latinha;35,59;R$ 11,39
16901;16/01/2024;vidro;37,53;R$ 1,31
16902;16/01/2024;PP COLORIDO;27,32;R$ 1,99
16903;16/01/2024;arquivo;28,34;R$ 1,05
16904;16/01/2024;bloco;43,31;R$ 10,42
16905;16/01/2024;placa eletronica;22,69;R$ 55,21
16906;16/01/2024;bateria;43,77;R$ 6,75
16907;16/01/2024;aluminio;23,83;R$ 9,39
16908;16/01/2024;vidro;6,24;R$ 1,39
16909;16/01/2024;papelão;36,77;R$ 1,05
16910;16/01/2024;bateria;46,99;R$ 6,78
16911;16/01/2024;PP COLORIDO;49,6;R$ 2,06
16912;16/01/2024;placa eletronica;31,47;R$ 53,57
16913;17/01/2024;bloco;2,9;R$ 10,52
16914;17/01/2024;chumbo;41,65;R$ 9,90
16915;17/01/2024;PP COLORIDO;18,5;R$ 2,04
16916;17/01/2024;PP BRANCO;7,11;R$ 2,99
16917;17/01/2024;arquivo;12,86;R$ 1,12
16918;17/01/2024;aço;46,77;R$ 7,15
16919;17/01/2024;papelão;41,35;R$ 1,07
16920;17/01/2024;papelão;27,39;R$ 1,06
16921;17/01/2024;PP COLORIDO;48,15;R$ 2,03
16922;17/01/2024;chumbo;48,38;R$ 10,20
16923;17/01/2024;cobre;43,43;R$ 58,22
16924;17/01/2024;arquivo;42,8;R$ 1,07
16925;17/01/2024;placa eletronica;30,68;R$ 54,09
16926;17/01/2024;aço;0,7;R$ 7,47
16927;17/01/2024;PP PRETO;35,47;R$ 1,73
16928;17/01/2024;cobre;44,11;R$ 60,95
16929;17/01/2024;cobre;18,19;R$ 59,59
16930;17/01/2024;PP BRANCO;15,25;R$ 3,00
16931;17/01/2024;placa eletronica;38,81;R$ 54,89
16932;17/01/2024;óleo;48,34;R$ 2,61
16933;17/01/2024;papelão;16,54;R$ 1,08
16934;17/01/2024;vidro;15,3;R$ 1,33
16935;17/01/2024;PVC vidro;33,83;R$ 104,52
16936;17/01/2024;aço;9,59;R$ 7,16
16937;17/01/2024;arquivo;38,04;R$ 1,08
16938;17/01/2024;arquivo;32,22;R$ 1,10
16939;17/01/2024;bateria;3,35;R$ 6,99
16940;17/01/2024;chumbo;5,73;R$ 10,20
16941;17/01/2024;PP PRETO;1,64;R$ 1,82
16942;18/01/2024;arquivo;5,28;R$ 1,10
16943;18/01/2024;alto impacto;3,14;R$ 1,36
16944;18/01/2024;papelão;9,67;R$ 1,04
16945;18/01/2024;óleo;27,39;R$ 2,74
16946;18/01/2024;aluminio;3,93;R$ 9,75
16947;18/01/2024;aluminio;44,27;R$ 9,25
16948;18/01/2024;PVC vidro;11,77;R$ 109,23
16949;18/01/2024;PP COLORIDO;47,47;R$ 2,10
16950;18/01/2024;aço;26,36;R$ 7,10
16951;18/01/2024;papelão;9,63;R$ 1,09
16952;18/01/2024;PP CRISTAL;6,45;R$ 3,85
16953;18/01/2024;cobre;45,24;R$ 60,51
16954;18/01/2024;arquivo;40,7;R$ 1,09
16955;18/01/2024;aluminio;26,87;R$ 9,37
16956;18/01/2024;PP COLORIDO;45,81;R$ 2,06
16957;18/01/2024;PP BRANCO;47,15;R$ 3,09
16958;18/01/2024;placa eletronica;30,58;R$ 55,74
16959;18/01/2024;vidro;35,62;R$ 1,39
16960;18/01/2024;ferro;25,03;R$ 1,57
16961;18/01/2024;alto impacto;38,93;R$ 1,32
16962;18/01/2024;aço;25,2;R$ 7,12
16963;18/01/2024;aço;26,11;R$ 7,31
16964;18/01/2024;PP CRISTAL;25,2;R$ 3,81
16965;18/01/2024;alto impacto;3,79;R$ 1,34
16966;18/01/2024;PP PRETO;37,67;R$ 1,78
16967;18/01/2024;chumbo;39,28;R$ 10,48
16968;18/01/2024;PP PRETO;21,61;R$ 1,70
16969;19/01/2024;PVC vidro;31,46;R$ 111,30
16970;19/01/2024;placa eletronica;27,91;R$ 54,12
16971;20/01/2024;PP COLORIDO;20,65;R$ 2,00
16972;20/01/2024;cobre;3,99;R$ 61,41
16973;20/01/2024;cobre;20,93;R$ 59,19
16974;20/01/2024;ferro;43,57;R$ 1,62
16975;20/01/2024;PP BRANCO;26,02;R$ 2,96
16976;20/01/2024;latinha;22,76;R$ 11,40
16977;20/01/2024;PP CRISTAL;15,47;R$ 3,96
16978;20/01/2024;PP COLORIDO;32,9;R$ 2,09
16979;20/01/2024;ferro;36,81;R$ 1,63
16980;20/01/2024;vidro;29,13;R$ 1,33
16981;20/01/2024;placa eletronica;46,09;R$ 53,73
16982;20/01/2024;vidro;14,84;R$ 1,37
16983;20/01/2024;PVC vidro;29,7;R$ 109,45
16984;20/01/2024;arquivo;4,18;R$ 1,06
16985;20/01/2024;chumbo;34,13;R$ 10,07
16986;20/01/2024;PP CRISTAL;1,92;R$ 4,01
16987;20/01/2024;placa eletronica;18,77;R$ 54,50
16988;21/01/2024;alto impacto;14,58;R$ 1,31
16989;21/01/2024;placa eletronica;27,86;R$ 54,77
16990;21/01/2024;ferro;5,89;R$ 1,64
16991;21/01/2024;PVC vidro;48,19;R$ 105,33
16992;21/01/2024;bateria;9,14;R$ 6,77
16993;21/01/2024;PP CRISTAL;34,69;R$ 3,96
16994;21/01/2024;PP BRANCO;37,97;R$ 2,97
16995;21/01/2024;cobre;19,19;R$ 57,75
16996;22/01/2024;aço;48,64;R$ 7,24
16997;22/01/2024;PP COLORIDO;43,56;R$ 2,08
16998;22/01/2024;PP PRETO;9,81;R$ 1,72
16999;22/01/2024;PVC vidro;1,05;R$ 107,00
17000;22/01/2024;cobre;12,29;R$ 60,82
17001;22/01/2024;vidro;35,98;R$ 1,40
17002;22/01/2024;PP PRETO;47,86;R$ 1,75
17003;22/01/2024;PP CRISTAL;47,19;R$ 3,82
17004;22/01/2024;PP BRANCO;8,3;R$ 3,14
17005;22/01/2024;placa eletronica;7,02;R$ 52,78
17006;22/01/2024;arquivo;43,82;R$ 1,12
17007;22/01/2024;cobre;9,91;R$ 60,21
17008;22/01/2024;PVC vidro;27,98;R$ 105,96
17009;22/01/2024;chumbo;38,93;R$ 10,16
17010;22/01/2024;latinha;21,45;R$ 11,25
17011;22/01/2024;PET PEAD;37,41;R$ 3,30
17012;22/01/2024;alto impacto;45,61;R$ 1,34
17013;22/01/2024;óleo;32,11;R$ 2,66
17014;23/01/2024;cobre;22,97;R$ 57,63
17015;23/01/2024;latinha;2,04;R$ 11,49
17016;23/01/2024;óleo;29,04;R$ 2,64
17017;23/01/2024;arquivo;49,43;R$ 1,04
17018;23/01/2024;ferro;8,76;R$ 1,62
17019;24/01/2024;PET PEAD;42,51;R$ 3,28
17020;24/01/2024;PVC vidro;33,58;R$ 105,97
17021;24/01/2024;arquivo;27,91;R$ 1,04
17022;24/01/2024;alto impacto;25,91;R$ 1,38
17023;24/01/2024;PP COLORIDO;32,27;R$ 2,00
17024;24/01/2024;aluminio;15,47;R$ 9,53
17025;24/01/2024;bloco;7,14;R$ 10,55
17026;24/01/2024;placa eletronica;29,58;R$ 52,37
17027;24/01/2024;PVC vidro;47,54;R$ 108,32
17028;24/01/2024;placa eletronica;32,59;R$ 52,80
17029;24/01/2024;bloco;11,56;R$ 10,85
17030;24/01/2024;óleo;40,39;R$ 2,70
17031;24/01/2024;ferro;6,22;R$ 1,64
17032;24/01/2024;ferro;25,56;R$ 1,65
17033;24/01/2024;PET PEAD;16,41;R$ 3,39
17034;24/01/2024;vidro;36,22;R$ 1,34
17035;24/01/2024;óleo;48,28;R$ 2,60
17036;24/01/2024;vidro;11,12;R$ 1,31
17037;24/01/2024;PET PEAD;7,77;R$ 3,38
17038;24/01/2024;PP PRETO;45,58;R$ 1,76
17039;24/01/2024;arquivo;24,23;R$ 1,05
17040;24/01/2024;PET PEAD;14,9;R$ 3,37
17041;24/01/2024;latinha;34,15;R$ 11,13
17042;24/01/2024;chumbo;24,65;R$ 10,08
17043;24/01/2024;papelão;45,73;R$ 1,11
17044;24/01/2024;PVC vidro;6,18;R$ 111,96
17045;24/01/2024;papelão;42,72;R$ 1,10
17046;24/01/2024;bateria;47,91;R$ 6,64
17047;24/01/2024;alto impacto;1,95;R$ 1,31
17048;24/01/2024;aço;49,04;R$ 7,14
17049;25/01/2024;aluminio;8,75;R$ 9,68
17050;25/01/2024;placa eletronica;33,78;R$ 52,49
17051;25/01/2024;PP COLORIDO;39,91;R$ 2,09
17052;25/01/2024;PP PRETO;27,84;R$ 1,75
17053;25/01/2024;aço;12,15;R$ 7,05
17054;25/01/2024;ferro;35,82;R$ 1,65
17055;25/01/2024;ferro;11,63;R$ 1,67
17056;25/01/2024;PP CRISTAL;4,52;R$ 4,03
17057;25/01/2024;bateria;4,32;R$ 6,78
17058;25/01/2024;arquivo;14,37;R$ 1,09
17059;25/01/2024;PVC vidro;22,2;R$ 105,31
17060;25/01/2024;bloco;43,09;R$ 10,86
17061;25/01/2024;aluminio;3,37;R$ 9,34
17062;25/01/2024;aluminio;9,35;R$ 9,47
17063;25/01/2024;arquivo;24,69;R$ 1,09
17064;25/01/2024;papelão;40,65;R$ 1,07
17065;25/01/2024;óleo;18,66;R$ 2,72
17066;25/01/2024;ferro;4,6;R$ 1,66
17067;25/01/2024;vidro;18,6;R$ 1,38
17068;25/01/2024;alto impacto;2,71;R$ 1,34
17069;25/01/2024;arquivo;24,69;R$ 1,04
17070;25/01/2024;latinha;8,56;R$ 11,11
17071;25/01/2024;placa eletronica;5,63;R$ 52,33
17072;25/01/2024;aço;26,77;R$ 7,53
17073;25/01/2024;alto impacto;39,77;R$ 1,38
17074;25/01/2024;alto impacto;10,37;R$ 1,39
17075;25/01/2024;aço;9,88;R$ 7,12
17076;25/01/2024;placa eletronica;40,28;R$ 55,50
17077;25/01/2024;vidro;40,72;R$ 1,36
17078;26/01/2024;PP PRETO;28,25;R$ 1,73
17079;26/01/2024;óleo;39,44;R$ 2,67
17080;26/01/2024;aço;11,59;R$ 7,11
17081;27/01/2024;ferro;21,19;R$ 1,68
17082;27/01/2024;cobre;43,41;R$ 60,46
17083;27/01/2024;alto impacto;15,16;R$ 1,32
17084;27/01/2024;vidro;25,41;R$ 1,37
17085;27/01/2024;PP CRISTAL;49,5;R$ 3,85
17086;27/01/2024;papelão;15,21;R$ 1,11
17087;27/01/2024;óleo;28,66;R$ 2,66
17088;27/01/2024;ferro;29,42;R$ 1,58
17089;27/01/2024;latinha;46,68;R$ 11,28
17090;27/01/2024;arquivo;9,16;R$ 1,06
17091;27/01/2024;cobre;7,33;R$ 57,55
17092;27/01/2024;latinha;22,74;R$ 10,98
17093;27/01/2024;PP BRANCO;31,43;R$ 3,12
17094;27/01/2024;bloco;35,49;R$ 10,29
17095;27/01/2024;latinha;27,38;R$ 10,97
17096;27/01/2024;aço;31,62;R$ 7,18
17097;27/01/2024;chumbo;24,11;R$ 10,29
17098;27/01/2024;PVC vidro;42,65;R$ 109,67
17099;27/01/2024;cobre;5,85;R$ 57,84
17100;27/01/2024;bateria;37,55;R$ 6,68
17101;27/01/2024;ferro;22,04;R$ 1,62
17102;27/01/2024;PP COLORIDO;43,11;R$ 2,07
17103;27/01/2024;bateria;37,55;R$ 6,68
17104;27/01/2024;arquivo;11,11;R$ 1,09
17105;27/01/2024;PP CRISTAL;47,51;R$ 4,02
17106;28/01/2024;PP CRISTAL;4,55;R$ 3,94
17107;28/01/2024;alto impacto;17,45;R$ 1,32
17108;28/01/2024;bloco;14,49;R$ 10,49
17109;28/01/2024;PP COLORIDO;11,23;R$ 2,04
17110;28/01/2024;chumbo;18,32;R$ 10,38
17111;28/01/2024;PP CRISTAL;34,15;R$ 3,95
17112;28/01/2024;óleo;21,49;R$ 2,66
17113;28/01/2024;vidro;41,85;R$ 1,31
17114;28/01/2024;placa eletronica;22,04;R$ 52,34
17115;28/01/2024;bateria;39,71;R$ 6,91
17116;28/01/2024;PP CRISTAL;12,08;R$ 3,85
17117;28/01/2024;arquivo;37,58;R$ 1,11
17118;28/01/2024;papelão;14,3;R$ 1,11
17119;28/01/2024;arquivo;27,24;R$ 1,09
17120;28/01/2024;PET PEAD;42,42;R$ 3,45
17121;28/01/2024;aço;35,66;R$ 7,05
17122;28/01/2024;latinha;23,85;R$ 11,10
17123;28/01/2024;PP BRANCO;31,26;R$ 2,95
17124;28/01/2024;papelão;29,35;R$ 1,06
17125;28/01/2024;PP COLORIDO;40,78;R$ 1,97
17126;28/01/2024;bloco;35,09;R$ 10,72
17127;28/01/2024;arquivo;0,69;R$ 1,11
17128;28/01/2024;chumbo;22,82;R$ 10,05
17129;28/01/2024;cobre;44,05;R$ 58,76
17130;28/01/2024;latinha;20,39;R$ 11,00
17131;29/01/2024;aluminio;18,87;R$ 9,16
17132;29/01/2024;alto impacto;8,49;R$ 1,39
17133;29/01/2024;óleo;13,73;R$ 2,68
17134;29/01/2024;bloco;11,47;R$ 10,32
17135;29/01/2024;latinha;35,22;R$ 11,68
17136;29/01/2024;bateria;21,22;R$ 6,80
17137;29/01/2024;papelão;48,61;R$ 1,08
17138;29/01/2024;aço;10,4;R$ 7,29
17139;29/01/2024;chumbo;40,05;R$ 10,36
17140;29/01/2024;óleo;33,9;R$ 2,64
17141;29/01/2024;cobre;30,4;R$ 59,49
17142;29/01/2024;PP BRANCO;49,7;R$ 3,12
17143;29/01/2024;aço;34,01;R$ 7,27
17144;29/01/2024;óleo;38,01;R$ 2,70
17145;29/01/2024;PP PRETO;41,54;R$ 1,75
17146;29/01/2024;aço;16,59;R$ 7,18
17147;29/01/2024;papelão;7,1;R$ 1,06
17148;29/01/2024;papelão;14,81;R$ 1,09
17149;29/01/2024;aço;44,56;R$ 7,08
17150;29/01/2024;PP BRANCO;22,02;R$ 3,05
17151;29/01/2024;chumbo;23,92;R$ 10,28
17152;29/01/2024;vidro;44,28;R$ 1,31
17153;29/01/2024;vidro;33,43;R$ 1,36
17154;29/01/2024;alto impacto;29,68;R$ 1,36
17155;29/01/2024;PVC vidro;9,49;R$ 111,40
17156;29/01/2024;PP CRISTAL;19,54;R$ 3,87
17157;29/01/2024;latinha;28,31;R$ 10,94
17158;29/01/2024;alto impacto;32,36;R$ 1,39
17159;29/01/2024;PVC vidro;18,47;R$ 106,29
17160;30/01/2024;latinha;14,63;R$ 11,68
17161;30/01/2024;cobre;20,81;R$ 61,62
17162;30/01/2024;PVC vidro;7,63;R$ 109,12
17163;30/01/2024;cobre;32,78;R$ 61,70
17164;30/01/2024;PET PEAD;11,51;R$ 3,40
17165;30/01/2024;óleo;10,08;R$ 2,64
17166;30/01/2024;bateria;6,14;R$ 6,80
17167;30/01/2024;ferro;23,41;R$ 1,58
17168;30/01/2024;óleo;6,63;R$ 2,70
17169;30/01/2024;PVC vidro;21,02;R$ 111,84
17170;30/01/2024;alto impacto;21,49;R$ 1,30
17171;30/01/2024;PP CRISTAL;38,9;R$ 3,78
17172;30/01/2024;PET PEAD;4,58;R$ 3,37
17173;30/01/2024;PP COLORIDO;40,49;R$ 1,96
17174;30/01/2024;PVC vidro;23,31;R$ 108,63
17175;30/01/2024;bateria;23,52;R$ 6,74
17176;30/01/2024;PP BRANCO;15,88;R$ 3,07
17177;30/01/2024;bloco;36,67;R$ 11,01
17178;30/01/2024;PET PEAD;36,85;R$ 3,41
17179;30/01/2024;PET PEAD;23,7;R$ 3,50
17180;30/01/2024;PP COLORIDO;5,77;R$ 2,07
17181;30/01/2024;chumbo;46,12;R$ 10,25
17182;30/01/2024;óleo;26,74;R$ 2,67
17183;30/01/2024;bateria;7,47;R$ 6,86
17184;30/01/2024;aluminio;7,68;R$ 9,75
17185;30/01/2024;PVC vidro;47,56;R$ 104,65
17186;31/01/2024;cobre;8,11;R$ 59,77
17187;31/01/2024;bateria;29,86;R$ 6,63
17188;31/01/2024;papelão;41,79;R$ 1,12
17189;01/02/2024;cobre;1,72;R$ 60,84
17190;01/02/2024;placa eletronica;11,82;R$ 54,42
17191;01/02/2024;aço;45,31;R$ 7,21
17192;01/02/2024;arquivo;9,67;R$ 1,10
17193;01/02/2024;PP COLORIDO;17,97;R$ 2,00
17194;01/02/2024;aço;11,89;R$ 7,40
17195;01/02/2024;arquivo;15,59;R$ 1,07
17196;01/02/2024;PP COLORIDO;34,33;R$ 1,99
17197;01/02/2024;PP CRISTAL;8,11;R$ 3,97
17198;01/02/2024;papelão;36,08;R$ 1,05
17199;01/02/2024;ferro;27,26;R$ 1,64
17200;01/02/2024;bloco;8,4;R$ 10,60
17201;01/02/2024;PP PRETO;21,91;R$ 1,76
17202;01/02/2024;bateria;20,82;R$ 6,99
17203;01/02/2024;PP COLORIDO;46,87;R$ 2,01
17204;01/02/2024;aluminio;13,96;R$ 9,14
17205;01/02/2024;latinha;22,37;R$ 11,36
17206;01/02/2024;alto impacto;24,38;R$ 1,33
17207;01/02/2024;óleo;33,91;R$ 2,75
17208;01/02/2024;ferro;41,3;R$ 1,67
17209;01/02/2024;bateria;2,07;R$ 6,65
17210;01/02/2024;placa eletronica;48,69;R$ 52,58
17211;01/02/2024;arquivo;20,83;R$ 1,05
17212;01/02/2024;PET PEAD;4,37;R$ 3,29
17213;01/02/2024;alto impacto;40,28;R$ 1,32
17214;02/02/2024;PP BRANCO;40,85;R$ 3,14
17215;02/02/2024;PET PEAD;21,63;R$ 3,26
17216;02/02/2024;PP COLORIDO;22,11;R$ 2,08
17217;02/02/2024;alto impacto;6,82;R$ 1,31
17218;02/02/2024;PP CRISTAL;22,07;R$ 4,05
17219;02/02/2024;PP PRETO;9;R$ 1,81
17220;02/02/2024;PP BRANCO;6,48;R$ 3,11
17221;02/02/2024;PET PEAD;30,99;R$ 3,38
17222;02/02/2024;PET PEAD;43,5;R$ 3,25
17223;02/02/2024;óleo;3,9;R$ 2,65
17224;02/02/2024;PP PRETO;41,61;R$ 1,70
17225;02/02/2024;papelão;37,65;R$ 1,05
17226;02/02/2024;aço;46,14;R$ 7,03
17227;02/02/2024;alto impacto;31,41;R$ 1,34
17228;02/02/2024;arquivo;24,02;R$ 1,10
17229;02/02/2024;papelão;8,84;R$ 1,10
17230;02/02/2024;aço;12,91;R$ 7,17
17231;02/02/2024;aço;39,27;R$ 7,51
17232;03/02/2024;PP PRETO;3,74;R$ 1,81
17233;03/02/2024;placa eletronica;27,98;R$ 55,83
17234;03/02/2024;ferro;24,13;R$ 1,65
17235;03/02/2024;bloco;1,67;R$ 10,69
17236;03/02/2024;aço;46,77;R$ 7,18
17237;03/02/2024;placa eletronica;25,27;R$ 53,65
17238;03/02/2024;cobre;22,8;R$ 61,21
17239;03/02/2024;latinha;22,66;R$ 11,71
17240;03/02/2024;cobre;6,61;R$ 61,05
17241;03/02/2024;papelão;32,07;R$ 1,09
17242;03/02/2024;PP COLORIDO;12,38;R$ 1,98
17243;03/02/2024;latinha;21,4;R$ 11,48
17244;03/02/2024;bloco;0,94;R$ 10,62
17245;03/02/2024;vidro;11,03;R$ 1,39
17246;03/02/2024;PVC vidro;40,59;R$ 105,94
17247;03/02/2024;ferro;28,48;R$ 1,65
17248;03/02/2024;aço;13,98;R$ 7,37
17249;03/02/2024;latinha;7,98;R$ 11,31
17250;03/02/2024;placa eletronica;23,47;R$ 53,65
17251;04/02/2024;ferro;30,45;R$ 1,67
17252;04/02/2024;PP CRISTAL;32,91;R$ 3,93
17253;04/02/2024;placa eletronica;49,97;R$ 55,31
17254;04/02/2024;PVC vidro;23,98;R$ 110,32
17255;04/02/2024;PP COLORIDO;13,55;R$ 2,04
17256;04/02/2024;chumbo;8,94;R$ 9,93
17257;04/02/2024;papelão;25,58;R$ 1,10
17258;04/02/2024;arquivo;21,56;R$ 1,10
17259;04/02/2024;PP CRISTAL;40,17;R$ 4,00
17260;05/02/2024;PP COLORIDO;34,64;R$ 2,03
17261;05/02/2024;PP COLORIDO;11,97;R$ 2,00
17262;05/02/2024;bloco;41,1;R$ 10,87
17263;05/02/2024;aço;36,63;R$ 7,25
17264;05/02/2024;PP PRETO;37,89;R$ 1,81
17265;05/02/2024;PP COLORIDO;4,37;R$ 2,01
17266;05/02/2024;chumbo;7,4;R$ 9,90
17267;06/02/2024;PVC vidro;10,5;R$ 108,44
17268;06/02/2024;cobre;18,83;R$ 57,72
17269;06/02/2024;arquivo;17,91;R$ 1,09
17270;06/02/2024;cobre;2,01;R$ 61,49
17271;06/02/2024;alto impacto;17,11;R$ 1,33
17272;06/02/2024;aluminio;47,05;R$ 9,29
17273;06/02/2024;chumbo;3,48;R$ 9,87
17274;06/02/2024;arquivo;17,1;R$ 1,09
17275;06/02/2024;PP CRISTAL;1,79;R$ 3,94
17276;06/02/2024;latinha;37,48;R$ 11,35
17277;06/02/2024;bloco;25,07;R$ 11,05
17278;06/02/2024;chumbo;37,07;R$ 10,12
17279;06/02/2024;chumbo;5,15;R$ 10,12
17280;06/02/2024;PP PRETO;41,55;R$ 1,81
17281;06/02/2024;aluminio;19,01;R$ 9,51
17282;06/02/2024;aço;38,42;R$ 7,19
17283;06/02/2024;PP BRANCO;47,31;R$ 2,94
17284;06/02/2024;latinha;31,44;R$ 11,69
17285;06/02/2024;vidro;12,7;R$ 1,33
17286;06/02/2024;aço;22,04;R$ 7,35
17287;06/02/2024;aço;34,98;R$ 7,45
17288;06/02/2024;arquivo;10,77;R$ 1,06
17289;06/02/2024;arquivo;4,97;R$ 1,10
17290;06/02/2024;óleo;37,32;R$ 2,65
17291;07/02/2024;ferro;24,25;R$ 1,60
17292;07/02/2024;placa eletronica;21,14;R$ 52,18
17293;07/02/2024;cobre;35,67;R$ 57,61
17294;07/02/2024;latinha;31;R$ 11,63
17295;07/02/2024;aluminio;33,45;R$ 9,61
17296;07/02/2024;bloco;22,97;R$ 10,27
17297;07/02/2024;ferro;25,06;R$ 1,60
17298;07/02/2024;PP CRISTAL;25,03;R$ 4,03
17299;07/02/2024;PP PRETO;28,05;R$ 1,80
17300;07/02/2024;cobre;34,22;R$ 59,51
17301;07/02/2024;aço;37,3;R$ 7,29
17302;07/02/2024;PP BRANCO;48,88;R$ 2,97
17303;07/02/2024;óleo;12,23;R$ 2,80
17304;07/02/2024;PP CRISTAL;34,09;R$ 4,01
17305;07/02/2024;bloco;19,11;R$ 10,49
17306;07/02/2024;chumbo;49,81;R$ 9,91
17307;07/02/2024;papelão;13,66;R$ 1,04
17308;07/02/2024;aço;31,74;R$ 7,56
17309;07/02/2024;bateria;48,59;R$ 6,76
17310;07/02/2024;papelão;14,07;R$ 1,11
17311;07/02/2024;papelão;28,9;R$ 1,11
17312;07/02/2024;aluminio;44,27;R$ 9,19
17313;07/02/2024;PP CRISTAL;14,15;R$ 4,06
17314;07/02/2024;cobre;33,56;R$ 60,43
17315;07/02/2024;papelão;30,84;R$ 1,11
17316;08/02/2024;PET PEAD;23,58;R$ 3,38
17317;08/02/2024;papelão;11,56;R$ 1,07
17318;08/02/2024;latinha;13,9;R$ 11,23
17319;08/02/2024;papelão;36,53;R$ 1,05
17320;08/02/2024;alto impacto;18,74;R$ 1,38
17321;09/02/2024;ferro;21,04;R$ 1,60
17322;09/02/2024;ferro;32,04;R$ 1,62
17323;09/02/2024;aluminio;28,96;R$ 9,43
17324;09/02/2024;PET PEAD;28,31;R$ 3,31
17325;09/02/2024;aluminio;22,51;R$ 9,48
17326;09/02/2024;PP PRETO;25,01;R$ 1,81
17327;09/02/2024;PP CRISTAL;25,73;R$ 3,78
17328;09/02/2024;chumbo;35,86;R$ 10,31
17329;09/02/2024;placa eletronica;44,04;R$ 53,17
17330;09/02/2024;bloco;26,38;R$ 11,01
17331;09/02/2024;vidro;9,15;R$ 1,32
17332;09/02/2024;PP COLORIDO;1,06;R$ 2,06
17333;09/02/2024;óleo;6,46;R$ 2,78
17334;09/02/2024;PP COLORIDO;2,75;R$ 2,03
17335;09/02/2024;óleo;11,72;R$ 2,65
17336;09/02/2024;aluminio;46,8;R$ 9,34
17337;09/02/2024;aluminio;12,18;R$ 9,27
17338;09/02/2024;bateria;37,84;R$ 6,57
17339;09/02/2024;PP BRANCO;38,07;R$ 2,93
17340;09/02/2024;bateria;34,51;R$ 6,67
17341;09/02/2024;PP PRETO;47,88;R$ 1,79
17342;09/02/2024;PP PRETO;11,02;R$ 1,69
17343;09/02/2024;placa eletronica;10,36;R$ 54,53
17344;09/02/2024;bloco;21,38;R$ 10,59
17345;10/02/2024;bateria;19,36;R$ 6,85
17346;10/02/2024;latinha;20,69;R$ 11,30
17347;10/02/2024;PP BRANCO;30,31;R$ 3,03
17348;10/02/2024;PET PEAD;25,87;R$ 3,31
17349;10/02/2024;arquivo;28,17;R$ 1,12
17350;11/02/2024;bloco;5;R$ 10,56
17351;11/02/2024;ferro;0,69;R$ 1,59
17352;11/02/2024;chumbo;25,26;R$ 10,39
17353;11/02/2024;PP COLORIDO;30,43;R$ 1,95
17354;11/02/2024;latinha;10,88;R$ 11,47
17355;11/02/2024;ferro;20,14;R$ 1,59
17356;11/02/2024;arquivo;0,82;R$ 1,10
17357;11/02/2024;PP PRETO;29,72;R$ 1,71
17358;11/02/2024;aço;32,91;R$ 7,31
17359;11/02/2024;cobre;46,81;R$ 58,66
17360;11/02/2024;aço;42,23;R$ 7,13
17361;11/02/2024;PP PRETO;0,73;R$ 1,71
17362;11/02/2024;óleo;9,05;R$ 2,70
17363;11/02/2024;PET PEAD;20,45;R$ 3,27
17364;11/02/2024;chumbo;41,01;R$ 10,19
17365;11/02/2024;cobre;22,94;R$ 59,82
17366;11/02/2024;óleo;7,06;R$ 2,67
17367;11/02/2024;bateria;1,78;R$ 6,74
17368;11/02/2024;PET PEAD;10,52;R$ 3,39
17369;11/02/2024;cobre;21,28;R$ 60,54
17370;11/02/2024;óleo;7,39;R$ 2,74
17371;11/02/2024;latinha;48,91;R$ 11,23
